0,1,2
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-15.233315026415301,-15.46969309365072,-15.516024491560426
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-1.4872863177054905,-1.182084709629213,0.0
-4.722852573588444,-4.208602830610441,-3.712474736956631
-5.566553070769115,-6.45653211701406,-6.334144235710358
-9.209107744242194,-9.438925691139104,-9.010054762636402
-11.29295836829974,-11.872523107723273,-11.33164554672308
-12.576414442703381,-12.199669104683402,-12.354001375680864
-12.62120528747664,-12.828664107197241,-12.330691124434193
-11.322417429356353,-11.788605325194386,-11.863623628367757
-12.745980196320764,-12.530827770582766,-12.612566581195082
-12.139256486368897,-12.13371900366024,-12.24899976723211
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-2.0434743988570783,-2.0646626989134567,-1.4764362176599963
-3.111022758710128,-3.2855228793456837,-2.6719831247933765
-7.783088773102483,-7.606255982064232,-8.038128881759114
-10.14983837016331,-10.253211155692487,-10.111812847264153
-11.079853427148917,-11.23545620243007,-11.60262435632107
-12.727982710288966,-12.520255384375233,-12.446574259764306
-13.05965244400772,-13.515243514858952,-13.376402657386624
-13.351691557700207,-12.936151010594713,-13.037606053989643
-12.330712930611861,-12.330991465377659,-12.506512061131879
-14.179442057188652,-13.981160669612692,-13.978156968285958
-13.985706495469918,-14.030009750620817,-13.98385943933576
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-1.3042091756547185,0.0,0.0
-2.3952460357611,-1.254024448959997,-1.4858451864281088
-5.312633398262697,-5.027503714936248,-4.939540809274074
-7.921611437346691,-8.142271130345344,-8.469115553228331
-10.412020630919429,-10.446257995681563,-10.215515251411446
-12.051239822134102,-11.843361494033097,-12.003410959320437
-13.702237944059453,-13.618067306573872,-13.544429365718795
-13.782957422726492,-13.875207812482335,-13.660274718852197
-13.8932474456039,-13.95963359351177,-13.879279355872734
-13.321126132826187,-12.687342411611459,-13.57093579960116
-14.196201326534513,-14.011760953640351,-14.256823718169043
-11.849899646200656,-11.82287419136032,-11.606623036036304
-14.49157258347033,-15.16399688048153,-15.164756851233665
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-1.0904433782355365,-2.4881083232832517,-1.643612102917831
-2.792764540321385,-2.8270556437845626,-4.001230545812826
-6.426236338720215,-6.735970863708397,-6.364710882321204
-8.621069618275342,-9.232983890347356,-9.156176584447115
-10.330649592036062,-10.846382746756282,-10.497086354998793
-12.810472654180996,-13.067057530541565,-12.983598556187863
-13.981886135871886,-14.316565836487483,-14.105058955964328
-13.890119620129262,-13.719133769921847,-13.84240543853405
-14.391678129298448,-14.263113835936904,-13.946375061761515
-13.78774502148598,-13.506842750670051,-13.724423586985976
-14.291608514006775,-14.105143024048752,-14.169139309833247
-11.903378440078239,-12.085670589563222,-12.160438443462704
-12.26651969645809,-12.147764274270665,-12.112896629065892
-3.6597458186414515,-3.0254749977314943,-4.0398559011111175
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.29701000000000005,-0.9221249830880311,0.0
-4.418890931156476,-5.57091212610664,-4.877565080703193
-9.578140306487878,-8.934296828752453,-9.453693160682828
-10.889837925089934,-10.558235396732007,-10.5528463099042
-13.20677271749046,-13.61748360104634,-13.712842804887067
-14.695149245308032,-14.479260794616886,-14.409131024883447
-15.055608272284687,-15.000030527598982,-15.16199123442161
-14.17316559684367,-13.987567388696112,-14.145025649383676
-14.363114520080691,-14.142196693420843,-14.06064843154883
-13.414712669152209,-13.271705001559969,-13.401459131547043
-14.675833697047038,-14.614951638116484,-14.588699584209353
-14.046901630602225,-13.790160103410704,-13.841924644304495
-13.292512175642866,-13.356135584417695,-13.218075698502865
-14.371923996948194,-14.442338738772177,-14.635658139820054
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-2.089986089453826,-1.4390435189776862,-1.4157458707642716
-5.015809593409212,-5.796694432856667,-5.5848340631814
-9.191453967218612,-8.903321117247428,-8.871349186318612
-12.724590017722093,-12.462884630584384,-12.659112877878151
-14.343588476724845,-14.263299864625635,-14.39968794863078
-14.194257801747785,-14.104316528424588,-14.463274502737471
-15.093079650683517,-15.17796061669689,-15.141317258594574
-14.535134068327013,-14.732090257075502,-14.616066169137865
-14.948871627008259,-14.853947108006057,-14.875675664034128
-14.006196275207413,-13.845337175346014,-13.837670479927903
-15.024029786625047,-15.139669751319156,-14.8545318116423
-13.648804959586922,-13.707000322673748,-13.680714664817534
-13.56467337934945,-13.418023298006023,-13.462817611184867
