,episodes_considered,V(0),V(1),V(2),V(3),V(4)
0,1.0,0.4930999999999998,0.5,0.5,0.5,0.5081000000000004
1,2.0,0.48582378601820614,0.4997799300874521,0.49999757206692164,0.5002246372422813,0.5153740745851384
2,3.0,0.4799378142934712,0.4995204821220694,0.5000122348275942,0.5007016603578411,0.523727705293475
3,4.0,0.47161315873006104,0.4988801526826374,0.5000191098914635,0.5013289358346935,0.529058643642879
4,5.0,0.461882242420712,0.49775699727975814,0.4999734587095356,0.5015988831144391,0.5327886789339837
5,6.0,0.46187995173896,0.49777494143276546,0.5001423009184068,0.5034255535125436,0.5457722739092266
6,7.0,0.4508489458595845,0.4959654639406772,0.4999392660716061,0.5036690751554795,0.5474791608264858
7,8.0,0.44468815462406575,0.4946796241218225,0.4999717748669859,0.5050697779566461,0.5531908516661971
8,9.0,0.4385118517342471,0.4934265704536763,0.49991784710458853,0.506096887157261,0.5593534586874566
9,10.0,0.43224255453942734,0.49241068211075173,0.499890024974866,0.5074454445298894,0.5653182164449728
10,11.0,0.42657425875314636,0.48984940632856355,0.49981952131168983,0.5084456917159408,0.5699312664811993
11,12.0,0.42174355350248066,0.4888936474637965,0.4999798108287521,0.510872086409845,0.5761151286602558
12,13.0,0.4170483019351803,0.487445669289075,0.49989481343529,0.5118340422618858,0.5834711962746307
13,14.0,0.41005558700247896,0.4859226729861827,0.50000228330709,0.5135550395436521,0.586853992849162
14,15.0,0.4027733011354524,0.4837735683613564,0.49998720386581685,0.5152608161223974,0.5891861690337697
15,16.0,0.3992066770139139,0.4821765209260623,0.4999796075784038,0.5171632966759331,0.5954753345617584
16,17.0,0.3983374061817706,0.48131179601247703,0.5001989275551606,0.5199293625053963,0.6047099082206665
17,18.0,0.39408068854594336,0.48037320670445055,0.5001687530534827,0.5220298272110324,0.6107939413633079
18,19.0,0.3863583457760518,0.4760853280106647,0.4995620770539078,0.5219696688119201,0.6119288870468363
19,20.0,0.37971504843063864,0.4733562880231312,0.49847627589295695,0.522356341255217,0.614962331010204
20,21.0,0.38168342603761113,0.4751829398176962,0.5011107549890965,0.5283635362774224,0.6266945869115994
21,22.0,0.3705870747468474,0.4691304023687487,0.4990294406683229,0.527448748376985,0.6231372037607162
22,23.0,0.36799947624833806,0.46849914016546845,0.49939948491017466,0.5300123995037345,0.6279351827429246
23,24.0,0.36524725804492675,0.46703758725800076,0.4999015824889166,0.5329053764725551,0.6330407955901527
24,25.0,0.3595504742869333,0.46573092882011374,0.5004880626083034,0.5354407394555136,0.6356777723209879
25,26.0,0.3550314700461966,0.46280001449859076,0.4997991860730795,0.5357477996957474,0.6415586618394797
26,27.0,0.35219110615810556,0.46043697593144645,0.4995076337115914,0.5383586343985258,0.6456785319943207
27,28.0,0.34996050131579076,0.45956482633202095,0.500099212356954,0.5407157781342481,0.6495130082497301
28,29.0,0.3484056423120542,0.45597426554857157,0.4996999328857663,0.5425114844837201,0.65559487502477
29,30.0,0.33960101040927143,0.4542324468150143,0.498895744048176,0.5435871232114229,0.6563262565604299
30,31.0,0.3361960020995274,0.4513672292759128,0.4983664931165545,0.5460966696551824,0.6580719593182299
31,32.0,0.33658188221939206,0.4523971594045587,0.5017034747287427,0.5502155465102837,0.6661287357938945
32,33.0,0.33674109279374353,0.4516908741356631,0.5012701337094267,0.5522468293375246,0.6730387217620877
33,34.0,0.3257475584805547,0.44573337258577866,0.4992073995541071,0.5512114725380134,0.6680428295052334
34,35.0,0.3248819424403642,0.4466177062281105,0.5006838511878346,0.5555027627354153,0.6749143583235491
35,36.0,0.325903625782974,0.44657260834736834,0.5020095767529651,0.5591430005338051,0.681202826125208
36,37.0,0.3140314969426195,0.43890160826379615,0.4982611826154736,0.5548372555748656,0.6766603430200107
37,38.0,0.32092900377312733,0.4422690866304593,0.5016557948501604,0.5621087515849241,0.6888998353079022
38,39.0,0.3125779143233151,0.4380875581430599,0.5001107083697083,0.5613043058711188,0.6872164703193588
39,40.0,0.3103505590662886,0.43702713999540904,0.5010266197925874,0.5653343053414487,0.6910610251778754
40,41.0,0.3048171347065878,0.43456632856222505,0.4993781025336623,0.566011630626507,0.6918062935899257
41,42.0,0.3084078668841992,0.43677989989163585,0.5031979712968772,0.5725619176574149,0.7021303020593987
42,43.0,0.3042658345969819,0.42974550098214875,0.4994925358013325,0.5687704872993272,0.6983140246993146
43,44.0,0.29569269686491784,0.42893119694497805,0.4999795195608607,0.5702010874290463,0.6998028336231006
44,45.0,0.29222118873545794,0.4250819236149904,0.4998074128136929,0.5719804389168215,0.7031914830066168
45,46.0,0.28786852270553714,0.42285842603845825,0.49584119933831566,0.5713235343122102,0.7024005348890373
46,47.0,0.29131547779052036,0.4250157817473957,0.5010552094351965,0.5768151812920499,0.7109967795997679
47,48.0,0.2912557525643935,0.4238483445945208,0.5007858768108431,0.5795626245903113,0.7130147567278642
48,49.0,0.2862829191468082,0.42016648142400165,0.4984997569869193,0.5798345829041864,0.7144144183718191
49,50.0,0.2850041503898504,0.42183878645061973,0.5015000554217077,0.583182750461306,0.7197649047418138
50,51.0,0.27871050828904365,0.4170464023315939,0.5004456456064069,0.5841261252333908,0.7150781497507127
51,52.0,0.2797548529218805,0.41709677506310705,0.5006229780342377,0.5842804229836819,0.7227882587315752
52,53.0,0.27312800342746946,0.4132575520942904,0.49798085913131573,0.5822358617907817,0.722391781903735
53,54.0,0.2735118937201313,0.41071004393269733,0.501421454157833,0.5860919504165654,0.7234913501256333
54,55.0,0.26619732344808955,0.40827521571700354,0.49930015873566874,0.5857304030512099,0.7255883260819725
55,56.0,0.27062289828780833,0.40975945990646595,0.5015202535338434,0.592540213567537,0.7326725554614406
56,57.0,0.26956543106397574,0.40740117172369184,0.5005772748597431,0.592269590496478,0.7314353679899918
57,58.0,0.2645843081986741,0.40493242945172014,0.49901310557004847,0.5900217391452646,0.7325191737018558
58,59.0,0.26084331484709067,0.402806698215757,0.4977769408291958,0.5918511502000995,0.7317684821921173
59,60.0,0.2605236916691286,0.4012199419175434,0.5000190175601722,0.5961235735099985,0.7385654327284518
60,61.0,0.2572096580832467,0.40080433910201746,0.49756031389725197,0.5957071601927055,0.7397358808381843
61,62.0,0.2567882983351396,0.40080616152182996,0.5008682298853038,0.6001093806762596,0.7418933010512094
62,63.0,0.2544126554628791,0.3990308681544523,0.4988284303446035,0.5989280746478659,0.7418816329177932
63,64.0,0.24683799311932617,0.39551261594735415,0.4957342335371051,0.5970559201725419,0.7430190018994124
64,65.0,0.2554178394230629,0.39932419228949856,0.5019834879175193,0.606760092100881,0.7481229347586552
65,66.0,0.25213069781403674,0.39827042819138286,0.5042398318143414,0.608177157965332,0.7536793080828526
66,67.0,0.24282734031482428,0.39006061926978974,0.4985926423009929,0.6018947074058502,0.7488774086495085
67,68.0,0.2456053449021062,0.39020754535337754,0.49805678485660176,0.6044918431809051,0.7503731209840034
68,69.0,0.24391036907460217,0.38987890012364795,0.4965649728154215,0.6059792923833979,0.7546568497012239
69,70.0,0.2433666672874764,0.391444594109704,0.5019102649185493,0.6117036739481876,0.7548949956034281
70,71.0,0.24169064447475244,0.389837783919254,0.49989770271002265,0.6098044333228557,0.758814808834684
71,72.0,0.23513518403088576,0.38785386714533404,0.49747834897081383,0.606491129306983,0.755488707393332
72,73.0,0.2349624827650076,0.37916000914465436,0.49220423559759496,0.6061701493139503,0.7544203611417513
73,74.0,0.24132033106570794,0.3867616337813902,0.5002379971480102,0.614646583144091,0.7644595155369346
74,75.0,0.23546769069053233,0.38425624797057767,0.499151825513014,0.6142285363569246,0.7658038650634434
75,76.0,0.23573398918092342,0.38745377336946957,0.5034656052207492,0.6175600738577447,0.7663066643107455
76,77.0,0.23296904838848984,0.38239644578728693,0.4984064333911046,0.6137517523630054,0.7622229538282862
77,78.0,0.2293058666886977,0.38071200676090067,0.5011417669565655,0.6198719410537058,0.7681757836856914
78,79.0,0.2320787054076013,0.3795316820165682,0.4981004223043193,0.6193266192413772,0.766813845199763
79,80.0,0.2269285600015701,0.3797153623165771,0.5025773480407492,0.6206693975423772,0.7715974727440625
80,81.0,0.22950383130633883,0.3763697467961285,0.499609816275628,0.6193938358058858,0.7690074453232711
81,82.0,0.2294329741961227,0.3810256313360349,0.5021388808975081,0.6249351039850859,0.7721106457989477
82,83.0,0.22818347124673807,0.3772493115778246,0.5019793430857196,0.6252669329996533,0.7768481508602718
83,84.0,0.21963897859517226,0.37179916567354865,0.4964335118340816,0.6210262413339208,0.771888483526729
84,85.0,0.22191907579486853,0.37628209437800725,0.501974617737059,0.6260938785505448,0.7757002493063002
85,86.0,0.21797423935342158,0.3710637599688449,0.4984125911490462,0.625275823288865,0.7789806559924617
86,87.0,0.22306723617788468,0.37602598338818866,0.502548177067105,0.6294905130847177,0.7823822000188123
87,88.0,0.22121593192703126,0.37490396659988806,0.5007664642764059,0.6261146447888198,0.7817791378264353
88,89.0,0.22676867777538962,0.3778597468860187,0.5060146854788532,0.635875611626257,0.7877271283476823
89,90.0,0.21668087586386878,0.3723802770356347,0.5043248462251605,0.6309206818184966,0.7835681998835697
90,91.0,0.21780575306507366,0.3725316579530788,0.5003075588772289,0.6297599943510995,0.7830683943661257
91,92.0,0.21184175449977116,0.36781071358165207,0.49762978134331404,0.6265539054961891,0.7838855880479507
