,episodes_considered,V(0),V(1),V(2),V(3),V(4)
0,1.0,0.48475000000000046,0.5,0.5,0.5,0.5097499999999995
1,2.0,0.4763587130124965,0.49940592876887996,0.499991680232397,0.5006088105763439,0.5251348674098822
2,3.0,0.46662368705100354,0.49868676194383665,0.500037974770262,0.5020608140603305,0.5380899761206631
3,4.0,0.4531521873832782,0.4970408932509231,0.4999832659862664,0.5029866003396315,0.5468364023130564
4,5.0,0.4408367451891814,0.49440580349188257,0.5000202965538381,0.5043915388298827,0.5548477432599432
5,6.0,0.43604563597039236,0.49355745258790257,0.5000689468341261,0.5078679630112064,0.5699552998226378
6,7.0,0.4245487459696307,0.49069463608717084,0.49993851501333963,0.5095326312994457,0.5778006876578835
7,8.0,0.40637989409367115,0.4860799870429968,0.49939159141883976,0.5101321597801597,0.5780537929752915
8,9.0,0.4088912979528374,0.4861923837601896,0.5004143043086449,0.5163126461917892,0.5976531437079368
9,10.0,0.39167790175536593,0.480253254062673,0.4990477971976269,0.5162255763554239,0.5969002868215578
10,11.0,0.389133982627678,0.4789745904274648,0.5005171799749933,0.5218436480015405,0.6104713633468415
11,12.0,0.38310610621927976,0.47587258175318015,0.5001593616100268,0.5245856150499597,0.6197845377911034
12,13.0,0.3759715308973851,0.47032574488872414,0.4997533788314435,0.5275351187096776,0.6245075976796006
13,14.0,0.37120803040821493,0.4700645765853839,0.5006611601577042,0.5315459861367043,0.6400055786671895
14,15.0,0.3596667124762837,0.4655051075704249,0.49963718874669916,0.5334186395188497,0.6408402615634387
15,16.0,0.35211788366060687,0.4606470463819011,0.49977351704138107,0.5378272102431019,0.6441162086491857
16,17.0,0.3413330287977455,0.456059881046166,0.4979615046680067,0.5376968570098682,0.6482631439710917
17,18.0,0.3386153947625166,0.45579523284405854,0.5003722058067627,0.5445239546447954,0.6598861413312229
18,19.0,0.33505066579233145,0.45462209245904056,0.5021655578963103,0.5487047767285265,0.6657839390437824
19,20.0,0.3230410449423237,0.44650397942834663,0.4986976793985023,0.5473681817717062,0.6658849145236616
20,21.0,0.31960534960705317,0.44462528392955136,0.4992992131744802,0.5539183754079113,0.6733942159862738
21,22.0,0.31646767474380466,0.44364627246243393,0.5011333075826109,0.5588575704434747,0.6811980994872238
22,23.0,0.3163642453382097,0.44169986359820157,0.502713241651356,0.5638978861920741,0.6926051703316369
23,24.0,0.3020580313024776,0.43497195551357803,0.49822474852689325,0.5613411903443081,0.6876763253092067
24,25.0,0.3016584067060177,0.43266088131519026,0.498622973432579,0.5655117916891997,0.6960308625068332
25,26.0,0.29970507039451927,0.43226314569522784,0.5018723883426464,0.5718873006748484,0.7054976758912116
26,27.0,0.2907959574110076,0.4239022179838958,0.49666587097303855,0.569010278053299,0.7043987947172219
27,28.0,0.28994383125005896,0.42382357996916403,0.49858627187311144,0.5736547997539271,0.7118445479536191
28,29.0,0.28645149341070236,0.42145681920664274,0.5023771063187383,0.5796394094031287,0.7154246267018134
29,30.0,0.2894192646746183,0.4249082536261467,0.5070492123772155,0.5872577500747673,0.7241958808730061
30,31.0,0.27553268850749313,0.4163178925064585,0.5002328208805906,0.5842175278561855,0.7175735079254949
31,32.0,0.27545099300894205,0.41454518973295557,0.503599164011297,0.5874800276737472,0.7317910644054182
32,33.0,0.26493751553082073,0.40889195298706305,0.498841146578581,0.588027511973483,0.7320335780102317
33,34.0,0.27365212552664425,0.411185138246488,0.5028589607207092,0.5945629504042307,0.7402279309076869
34,35.0,0.25902451620295125,0.40515537332096313,0.5014337897039943,0.5915310029567717,0.7369529239628038
35,36.0,0.25843738875510097,0.40542486960113017,0.5024378818061589,0.5987422090079838,0.7481618749193677
36,37.0,0.25377533864797036,0.39877518579997356,0.4983338090792638,0.5989920955656864,0.7426962722202177
37,38.0,0.25666388735568224,0.40171944569080664,0.5032485269635592,0.6044105528668502,0.7517703837614611
38,39.0,0.2514213983750483,0.39489676808302016,0.49754500098460336,0.6026761850930186,0.7537404609812977
39,40.0,0.25555233830112717,0.4009365238756148,0.5059343174221513,0.6122149350930731,0.7549440705076697
40,41.0,0.2430758553015943,0.390810955691557,0.5019161257564018,0.6085464181061817,0.7592821111985739
41,42.0,0.24451319728717458,0.39769389387860754,0.5034902463598219,0.6167842956635323,0.7671627564229039
42,43.0,0.24338590247390246,0.38883696582680044,0.5044251796783281,0.6177370939696353,0.7650914599719052
43,44.0,0.23496463644857002,0.38303383668936664,0.49753238709657766,0.6151004159960094,0.7637199212876751
44,45.0,0.2351085812665645,0.38636591030797574,0.5009267082016554,0.6183839159257346,0.7724886877942561
45,46.0,0.22697388365031668,0.3816447442426762,0.49674659320127973,0.6200750356932574,0.7719125948363703
46,47.0,0.22194083644999155,0.37613379527919927,0.4987203477260918,0.6158192426498114,0.7689314025026505
47,48.0,0.22594147022397862,0.3788756933623638,0.5054672976345489,0.6260615465302878,0.774245665077583
48,49.0,0.22200774932592857,0.3713733479326075,0.49400856026544654,0.6205569832122338,0.7759205828403356
49,50.0,0.22324798147396965,0.37934512601985404,0.5033800809159773,0.6278798876770699,0.780921093949522
50,51.0,0.22413545494847795,0.37838479768498773,0.5024254558793302,0.6286245227168563,0.7856720849939781
51,52.0,0.21404405737507762,0.3631599668691614,0.49373489104398116,0.6209946421801669,0.7764377188963306
52,53.0,0.21731806124199943,0.36839380340360955,0.4994383683191376,0.630245817692791,0.7856546790061825
53,54.0,0.2149298858165507,0.37228986020814675,0.5041003015761928,0.6357337945717849,0.7914139784260521
54,55.0,0.21034089317152152,0.37018844951588453,0.5043927548307645,0.6344781610297773,0.7901477263913597
55,56.0,0.21013891123124637,0.3672781930171849,0.49909416390536376,0.6339312905888014,0.788391729825874
56,57.0,0.21212824963490945,0.36702144542275716,0.5047053854649345,0.6373450708320795,0.7919484271360521
57,58.0,0.20759145590546083,0.3644420191517325,0.50154911242541,0.6378024506923908,0.7899178417941859
58,59.0,0.20460490858895852,0.36503207230060153,0.5007135418971506,0.6392454224677266,0.7966044283338826
59,60.0,0.2024681193558232,0.3607733579636445,0.4978840172803041,0.6343863981545742,0.793219474011638
60,61.0,0.2017961045303218,0.3598400466582587,0.5058274870287632,0.6429399775605915,0.7973136375273675
61,62.0,0.19959113374174897,0.3606861070718731,0.49779987374029117,0.64489904599565,0.8012410133438119
62,63.0,0.19451378152508014,0.35623644224596646,0.4969334799659919,0.6397780604907429,0.7986052399554393
63,64.0,0.19596673963477812,0.3493416412895574,0.49864213302810284,0.6419420918103864,0.7948337516195971
64,65.0,0.19518407791680267,0.35939619004390694,0.5016108512601484,0.6462785502260874,0.8076376410619668
65,66.0,0.19371900364218195,0.3533676545751747,0.4993005512736273,0.6423824181082927,0.8077947037584882
66,67.0,0.19792689778286346,0.35697468243872005,0.506416195491886,0.6506128728047158,0.8084639561914798
67,68.0,0.18803770607207138,0.34540118642007545,0.4883619854413866,0.6443160850535614,0.805535532021877
68,69.0,0.18933311743160708,0.3476674104430979,0.49871603596417324,0.6489102481955871,0.8096280202260181
69,70.0,0.18980973948792956,0.35305306801824876,0.5028319562136834,0.6507111037230489,0.8062340170282338
70,71.0,0.18911317437281777,0.35014153805808135,0.49948697278791054,0.6503947870899692,0.8089958065250688
71,72.0,0.18624395090319557,0.3415367412722726,0.4927394345306043,0.6440301606226744,0.8033003323878617
72,73.0,0.18804910921421855,0.34989021481017824,0.501892493748764,0.6527517002288953,0.816391009125804
73,74.0,0.1836530202808343,0.34814541659561393,0.4991574133236442,0.6542176154889624,0.8134264303201312
74,75.0,0.18348762082565287,0.33756883717404373,0.49325272686395616,0.64547948552323,0.807617884483831
75,76.0,0.18237119963052603,0.3414258609391173,0.4967378236896219,0.651532228344266,0.8160474854237595
76,77.0,0.183011858429902,0.34579213901596456,0.499308512330563,0.6538569291671561,0.8126404109316594
77,78.0,0.17553188325554714,0.33947012572677254,0.4992528418363462,0.6590220367974488,0.820325161183679
78,79.0,0.1800779316146514,0.33921890036747837,0.4901265968759126,0.6467876949753096,0.8117107881125303
79,80.0,0.18157292856434876,0.3411046588921415,0.5027559981159858,0.6579618183001785,0.8200638858911199
80,81.0,0.17899054248654256,0.34708755001528957,0.5057912368997141,0.6669068804416196,0.8330134005623517
81,82.0,0.17470014068261153,0.3421598460509259,0.5015662080359217,0.6582826942242729,0.8222137816939337
82,83.0,0.18010945377590187,0.3448576851927965,0.5014636138658841,0.6582840116364135,0.8223378985875496
